state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","The Senior Alliance",Wayne,24,483,507,2017,"Area Agencies on Aging"
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,160088,4,160092,2017,"Centene Corporation"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Cumberland County HealthChoices","Cumberland county",26190,2804,28994,2017,PerformCare
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/San Francisco","San Francisco County",86,900,986,2017,"On Lok Lifeways"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","PCCM (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton and Yakima.",6729,0,6729,2017,"Multiple Primary Care Providers"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Harbor Health Plan Inc.","Macomb, Oakland, Wayne",4058,0,4058,2017,"Tenet Healthcare"
Minnesota,,"Prepaid Medical Assistance Plan Plus (PMAP+) (Comprehensive MCO + MLTSS)",HealthPartners,Statewide,124847,0,124847,2017,"HealthPartners, Inc."
"Rhode Island",,"Rhody Health Options (Phase I) (Comprehensive MCO + MLTSS)","Neighborhood Health Plan of Rhode Island",Statewide,580,9905,10485,2017,"Neighborhood Health Plan of Rhode Island"
"New Jersey",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","LIFE St. Francis","08015, 08016, 08022, 08060, 08068, 08505, 08512, 08515, 08518, 08520, 08525, 08530, 08534, 08540, 08541, 08542, 08543, 08544, 08550, 08554, 08560, 08561, 08601, 08602, 08603, 08604, 08605, 08606, 08607, 08608, 08609, 08610, 08611, 08618, 08619, 08620, 08625, 08628, 08629, 08638, 08645, 08646, 08647, 08648, 08650, 08666, 08690, 08691, 08695",40,269,309,2017,"Trinity Health"
Oklahoma,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Life Pace","74103, 74104, 74105, 74106, 74107, 74110, 74112, 74114, 74115, 74119, 74120, 74126, 74127, 74128, 74129, 74130, 74132, 74133, 74136, 74137, 74145, 74146, 74134, 74135, 74117, 74116, 74108",7,86,93,2017,"Life Pace"
Delaware,,"Diamond State Health Plan (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,87084,3759,90843,2017,"UnitedHealth Group"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","PrimaryHealth of Josephine County","Douglas (97410, 97442 only), Jackson (97497, 97525, 97527, 97530, 97537 only), and Josephine Counties",9338,517,9855,2017,"PrimaryHealth of Josephine County"
Wisconsin,,"WrapAround Milwaukee (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","WrapAround Milwaukee","County: Milwaukee",1125,4,1129,2017,"WrapAround Milwaukee"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Kalos Health Plan","Chautauqua, Erie, Genesee, Niagara, Orleans counties",44,1098,1142,2017,"Kalos Health Plan"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","PacificSource Community Solutions - Central Oregon","Crook, Deschutes, Jefferson, and Klamath (97731, 97733, 97737, 97739 only)",46763,2238,49001,2017,"PacificSource Community Solutions - Central Oregon"
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits))","WellCare of Georgia",Statewide,3238,0,3238,2017,WellCare
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Madera","Madera County",18782,470,19252,2017,"Anthem Insurance Companies, Inc."
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","Caresource Indiana, Inc",Statewide,29774,1,29775,2017,"Caresource Management Group"
Vermont9,"The Department of Vermont Health Access, a state agency, acts as Vermont's single MCO entity. Vermont pays for Medicaid services for dually eligible enrollees on a FFS basis. Dually eligible enrollees reported in the Global Commitment to Health are Medicaid enrollees who have become newly eligible for Medicare and, as of July 1, have not yet transferred out of the program.","Global Commitment to Health Demonstration (Comprehensive MCO + MLTSS)","Department of Vermont Health Access",State-wide,96540,283,96823,2017,"Vermont Agency of Human Services"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","Health Net Dental Plan/Los Angeles","Los Angeles County",189578,13950,203528,2017,"Health Net"
Wisconsin,,"SSI Managed Care (Comprehensive MCO)",Compcare,"Counties: Ashland, Chippewa, Douglas, Eau Claire, Grant, Green, Iowa, Juneau, Lafayette, Lincoln, Marathon, Price, Richland, Vernon, Washburn",246,118,364,2017,Compcare
"New York",,"Health and Recovery Plans (Comprehensive MCO)",HealthPlus,"New York City & Nassau, Putnam counties",5478,0,5478,2017,Anthem
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))",CentraCare,"Calhoun,Kalamazoo.",14,303,317,2017,"Comprehensive Senior Care Corporation"
Alabama2,,"Patient 1st (Primary Care Case Management (PCCM))","Patient 1st",Statewide,621899,0,621899,2017,"Alabama Medicaid Agency"
Michigan,,"Managed Care Plan Division (Comprehensive MCO)","Upper Peninsula Heatlh Plan","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic , Houghton, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft.",45136,54,45190,2017,"Upper Peninsula Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare/Riverside","Riverside County",80498,9989,90487,2017,"Molina Healthcare"
Texas,,"STAR (Comprehensive MCO)","Molina Healthcare of Texas","Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",97827,0,97827,2017,"Molina Healthcare of Texas"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Hamaspik Choice","Dutchess, Orange, Putnam, Rockland, Sullivan, Ulster counties",163,1876,2039,2017,"Hamaspik Choice"
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","Missouri Care Eastern","Franklin, Jefferson, Lincoln, Madison, Perry, Pike, St Charles, St Francois, Ste Genevieve, St Louis Co, Warren, Washington, and St Louis City",83730,0,83730,2017,"WellCare Health Plans"
Texas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Silver Star Health Network (Lubbock)","79401, 79402, 79403, 79404, 79405, 79406, 79407, 79408, 79409, 79410, 79411, 79412, 79413, 79414, 79415, 79416, 79423, 79424, 79430, 79452, 79453, 79454, 79464, 79490, 79491, 79493, 79499",14,169,183,2017,"Silver Star Health Network (Lubbock)"
Florida,,"Program of All-Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Morselife Home Care, Inc.","Palm Beach County",311,12,323,2017,"Palm Beach PACE"
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Elderhaus Inc","Serving all zip codes in New Hanover County, the following zip codes in Brunswick County: 28422, 28451, 28461, 28479 and the following zip codes in Pender County: 28443",83,28,111,2017,"Elderhaus Inc"
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE - Baton Rouge","70704, 70710, 70714,70719, 70720,70722, 70729, 70736, 70739, 70748, 70767, 70770, 70775, 70777, 70791, 70801, 70802, 70803, 70804, 70805, 70806, 70807, 70808, 70809, 70810, 70811, 70812, 70813, 70814, 70815, 70816, 70817, 70818, 70819, 70820, 70821, 70822, 70823, 70825, 70826, 70827, 70831, 70833, 70835, 70836, 70837, 70873, 70874, 70879,70883, 70884, 70891, 70892, 70893, 70894, 70895, 70896, 70898",1,194,195,2017,"PACE - Baton Rouge"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Sierra","Sierra County",208,8,216,2017,"Centene Corporation"
Virginia,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Inova Cares for Seniors","20041, 20120, 20121, 20124, 20151, 20170, 20171, 20190, 20191, 20192, 20194, 22003, 22015, 22027, 22030, 22031, 22032, 22033, 22039, 22041, 22042, 22043, 22044, 22046, 22060, 22066, 22067, 22079, 22101 ,22102, 22124, 22125, 22150, 22151, 22152, 22153, 22180, 22181, 22182, 22303, 22306, 22307, 22308, 22309, 22310, 22312, 22315, 22201, 22202, 22203, 22204, 22205, 22206, 22207, 22209, 22211, 22213, 22301, 22302, 22304, 22305, 22311, 22314, 20109, 20110 ,20111, 20112, 20136, 20137, 20143, 20155, 20169, 20181, 22025, 22026, 22134, 22172, 22191, 22192, 22193",10,122,132,2017,"Inova Health"
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Senior LIFE Altoona H-5902","Blair, Cambria, Indiana counties",19,241,260,2017,"Senor LIFE"
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","Sunflower State Health Plan",Statewide,119023,14058,133081,2017,"Centene Corporation"
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","United Healthcare Central","Adair, Andrew, Atchison, Audrain, Benton, Bollinger, Boone, Buchanan, Butler, Caldwell, Callaway, Camden, Cape Girardeau, Carroll, Carter, Chariton, Clark, Clinton, Cole, Cooper, Crawford, Daviess, DeKalb, Dent, Dunklin, Gasconade, Gentry, Grundy, Harrison, Holt, Howard, Iron, Knox, Laclede, Lewis, Linn, Livingston, Macon, Maries, Marion, Mercer, Miller, Mississippi, Moniteau, Monroe, Montgomery, Morgan, New Madrid, Nodaway, Osage, Pettis, Phelps, Pulaski, Putman, Ralls, Randolph, Reynolds, Ripley, Saline, Schuyler, Scotland, Scott, Shelby, Stoddard, Sullivan, Wayne, and Worth",46036,0,46036,2017,"United Healthcare"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Fresno","Fresno County",108719,3778,112497,2017,"Anthem Insurance Companies, Inc."
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Colusa","Colusa County",4598,104,4702,2017,"Anthem Insurance Companies, Inc."
Utah,,"Choice of Health Care Delivery (Comprehensive MCO)","Molina Plus","Duchesne, Uintah, Daggett, Carbon, Emery, Grand, Juab, Millard, Sanpete, Sevier, Piute, Wayne, Beaver, Garfield, San Juan, and Kane counties",1277,71,1348,2017,"Molina Healthcare"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","CenterLight Select","New York City & Nassau, Rockland, Suffolk, Westchester counties",34,1,35,2017,"CenterLight Select"
Pennsylvania,,"HealthChoices - Physical Health (Comprehensive MCO)","United Healthcare Community Plan of Pennsylvania","Southeast, Southwest, Lehigh/Capital",221799,761,222560,2017,"UnitedHealth Group, Inc."
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Element Care Inc.","02176, 02180, 01810, 01821, ,01824 ,01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01845, 01801, 01803, 01830, 01833, 01834 ,01860, 01864, 01867 ,01880, 01887, 01890 ,01901, 01906, 01907, 01908,01913 ,01915, 01921, 01923 ,01929, 01930, 01936, 01938 ,01940 ,01944, 01945, 01949 ,01950 ,01951, 01952, 01960, 01966 ,01969, 01970, 01983, 01984, 01985",77,902,979,2017,"Element Care Inc."
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Phoenix Health Plan","Maricopa County",0,0,0,2017,"Tenet Healthcare Corporation"
Illinois,,"Integrated Care Program (Comprehensive MCO + MLTSS)",CountyCare,"Cook County",5486,0,5486,2017,"Cook County Health and Hospitals System"
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Catholic Health - Life","Erie County",11,228,239,2017,"Catholic Health - Life"
Maryland,,"HealthChoice (Comprehensive MCO)","Kaiser Permanente","Baltimore City, Anne Arundel, Baltimore, Calvert, Charles, Harford, Howard and  Montgomery counties",60140,0,60140,2017,"Kaser Permante of the Mid Atlantic States"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","LIBERTY Dental Plan/Los Angeles","Los Angeles County",62221,5175,67396,2017,"LIBERTY Dental Plan"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)","Independent Health/Hudson Valley & WNY","Erie County",61122,0,61122,2017,"Independent Health/Hudson Valley & WNY"
"Puerto Rico",,"Medicare Platino (Comprehensive MCO)","Humana Health Plan of PR, Inc.",Statewide,0,23427,23427,2017,Humana
Minnesota,,"Prepaid Medical Assistance Plan Plus (PMAP+) (Comprehensive MCO + MLTSS)",UCare,Statewide,186201,0,186201,2017,"UCare of Minnesota"
"North Carolina",,"1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Partners Behavioral Health Management","Counties: Burke, Catawba, Cleveland, Gaston, Iredell, Lincoln, Surry, Yadkin",135759,18223,153982,2017,"Partners Behavioral Health Management"
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Network Health Plan","Counties: Ashland, Bayfield, Brown, Calumet, Chippewa, Clark, Crawford, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake, Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee,  Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine, Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",32121,36,32157,2017,"Network Health Plan"
Idaho,,"Medicare-Medicaid Coordinated Plan (Comprehensive MCO + MLTSS)","Medicare-Medicaid Coordinated Plan","Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, and Twin Falls counties. Blue Cross of Idaho administers the MMCP in additional Idaho counties, including Boise, Boundary, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Madison, Minidoka, Owyhee, Payette, and Power.",0,2290,2290,2017,"Blue Cross of Idaho Health Service, Inc and   Molina Healthcare of Idaho"
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Huron Valley PACE","Portions of Livingston, Monroe, Oakland, Washtenaw, Wayne.",5,158,163,2017,"A seperately incorporated partnership of United Methodist Retirment Communities and Region 1-B Area Agency on Aging."
"South Carolina",,"South Carolina Managed Care Organizations (Comprehensive MCO)","Absolute Total Care",Statewide,118615,0,118615,2017,Centene
Texas,,"Medical Transportation Program (Non-Emergency Medical Transportation)","American Medical Response","Rown, Callahan, Coke, Coleman, Comanche, Concho, Crockett, Dimmit, Eastland, Edwards, Fisher, Haskell, Irion, Jones, Kent, Kimble, Kinney, Knox, La Salle, Maverick, Mcculloch, Menard, Mitchell, Nolan, Reagan, Real, Runnels, Schleicher, Scurry, Shackelford, Stephens, Sterling, Stonewall, Sutton, Taylor, Throckmorton, Tom Green, Uvalde, Val Verde, Zavala",95837,15218,111055,2017,"American Medical Response"
Nebraska,,"Heritage Health (Comprehensive MCO)","UnitedHealthcare Community Plan of Nebraska",Statewide,68689,12645,81334,2017,"United Healthcare of Midlands"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Reliance Community Care Partners","Allegan, Ionia, Kent, Lake, Mason, Mecosta, Muskegon, Newaygo, Oceana, Osceola, Ottawa",44,592,636,2017,"Reliance Community Care Partners"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Humboldt","Humboldt County",46221,5941,52162,2017,"Partnership HealthPlan of California"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)",Excellus,"Broome, Herkimer, Livingston, Monroe, Oneida, Ontario, Orleans, Otsego, Seneca, Wayne, Yates counties",168086,0,168086,2017,"Blue Cross Blue Shield"
Wisconsin,,"SSI Managed Care (Comprehensive MCO)","Molina Health Plan","Counties: Brown, Calumet, Clark, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Taylor, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",1438,604,2042,2017,"Molina Health Plan"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Modoc","Modoc County",2596,456,3052,2017,"Partnership HealthPlan of California"
Ohio,,"Medicaid Managed Care (Comprehensive MCO)","United Healthcare Community Plan of Ohio",Statewide,287195,9519,296714,2017,UnitedHealthCare
"New Jersey",,"FIDE SNP (Comprehensive MCO + MLTSS)","Horizon NJ TotalCare","Atlantic, Cumberland, Essex, Gloucester, Hudson, Hunterdon, Mercer, Monmouth, Morris, Passaic, Salem, Somerset, Sussex, Union, Warren counties",0,3438,3438,2017,"Horizon Healthcare of New Jersey, Inc."
Arkansas,,"Primary Care Case Management (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,469634,0,469634,2017,"Multiple Primary Care Providers"
Virginia,,"Medallion 3.0 (Comprehensive MCO)","Kaiser Permanente","State Defined Regions of Northern Virginia",11179,0,11179,2017,"Kaiser Permanente"
Texas,,"STAR+PLUS (Comprehensive MCO + MLTSS)","Superior Health Plan","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, MRSA West",65115,74302,139417,2017,"Superior Health Plan"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",307015,17228,324243,2017,"Humana Medical Plan"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Umpqua Health Alliance","Douglas (97441, 97467, 97473 excluded) County",24697,1423,26120,2017,"Umpqua Health Alliance"
Ohio,,"MyCare Ohio Opt-out (Comprehensive MCO + MLTSS)","United Healthcare Community Plan of Ohio","East Central, Northeast, Northeast Central Regions",0,9519,9519,2017,"United Healthcare Community"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Kaiser/San Diego","San Diego County",46438,6473,52911,2017,"Kaiser Permanente"
Hawaii5,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan QUEST",Statewide,26094,27,26121,2017,"UnitedHealthcare Inc."
Texas,,"STAR Kids (Comprehensive MCO + MLTSS)","Community First Health Plans","Bexar SDA",7879,47,7926,2017,"Community First Health Plans"
Wisconsin,,"Family Care (MLTSS only (PIHP and/or PAHP))","CommunityLink (became Inclusa in September 2017)","Counties: Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Dodge, Douglas, Dunn, Eau Claire, Florence, Forest, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Marquette, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, Sauk, Sawyer, St. Croix, Trempealeau, Vernon, Vilas, Washington, Waukesha, Washburn, Waushara, Wood",2058,13435,15493,2017,"CommunityLink (became Inclusa in September 2017)"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Area Agency on Aging of West Michigan","Allegan, Ionia, Kent, Lake, Mason, Mecosta, Montcalm, Newaygo, Osceola",40,809,849,2017,"Area Agencies on Aging"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Philadelphia County HealthChoices","Philadelphia  county",542169,58640,600809,2017,"Community Care Behavioral Health Organization"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","San Francisco Health Plan","San Francisco County",125600,11423,137023,2017,"San Francisco Health Plan"
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","LIFE Geisinger H-2064","Luzerne, Lackawanna, Columbia, Montour, Northumberland, Schuylkill counties",6,206,212,2017,"Geisinger Community Health Services"
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Denver Health Medicaid Choice (Comprehensive MCO)","Denver Health Medicaid Choice (PIHP)","Denver, Arapahoe, Adams and Jefferson Counties",94228,3499,97727,2017,"Denver Health and Hospital  Authority"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","CareOregon Dental","Clackamas, Multnomah, and Washington Counties",1707,95,1802,2017,CareOregon
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Fully Integrated Managed Care (FIMC) (Comprehensive MCO)","Molina Health Care","Clark and Skamania Counties",89731,0,89731,2017,Molina
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Sutter","Sutter County",22089,607,22696,2017,"Anthem Insurance Companies, Inc."
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)","PrimeWest Health","Beltrami, Bigstone, Clearwater, Douglas, Grant, Hubbard, McLeod, Meeker, Pipestone, Pope, Renville, Stevens, and Traverse County",19,805,824,2017,"PrimeWest Health"
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","CenterLight (CCM)","New York City & Nassau, Suffolk, Westchester counties",522,2564,3086,2017,"CenterLight (CCM)"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Nevada","Nevada County",7660,269,7929,2017,"Centene Corporation"
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)","South Country Health","Brown, Dodge, Freeborn, Kanabec, Morrison, Sibley, Steele, Todd, Wabasha, Wadena, and Waseca County",922,1862,2784,2017,"South Country Health Alliance"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","NEMT (Non-Emergency Medical Transportation)","Multiple Transportation Brokers","Statewide all counties.",1824730,0,1824730,2017,"Multiple Transportation Brokers"
Maryland,,"HealthChoice (Comprehensive MCO)","United Healthcare Community Plan","Baltimore City, Anne Arundel, Baltimore, Carroll, Cecil, Charles, Harford, Howard, Montgomery, Prince George's and St. Mary's counties",158969,0,158969,2017,"United Healthcare"
Florida,,"Long-term Care Program (MLTSS only (PIHP and/or PAHP))","Coventry Healthcare of FL, Inc.","Regions 6, 7, 9, and 11",394,4612,5006,2017,Aetna
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Upham's Elder Services Plan","02108, 02445",28,248,276,2017,"Upham's Elder Service Plan"
Texas,,"STAR Health (Comprehensive MCO)","Superior Health Plan",Statewide,32735,0,32735,2017,"Superior Health Plan"
Pennsylvania,,"HealthChoices - Physical Health (Comprehensive MCO)","Aetna Better Health","Southeast, Southwest, Lehigh/Capital, Northwest, Northeast",201938,679,202617,2017,"Aetna Inc."
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Alpine","Alpine County",131,10,141,2017,"Anthem Insurance Companies, Inc."
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northeastern Counseling","Duchesne, Uintah, Daggett, and San Juan counties",9881,874,10755,2017,"Northeastern Counseling"
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)",UCare,Statewide,12654,13786,26440,2017,"UCare of Minnesota"
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Independent Living for Seniors","Monroe, Ontario, Wayne counties",30,649,679,2017,"Independent Living for Seniors"
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Eddy Senior Care","Albany, Schenectady counties",19,182,201,2017,"Eddy Senior Care"
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Program of All-Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Rocky Mountain Health Care Services (PACE)","El Paso County",32,428,460,2017,"Rocky Mountain Health Care Services"
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Bluestem PACE","McPherson, Ottawa, Lincoln, Ellsworth, Saline, Dickinson, Rice, Marion, Reno and Harvey counties",29,0,29,2017,"Bluestem PACE, Inc."
Texas,,"STAR (Comprehensive MCO)","El Paso First","El Paso SDA",65988,0,65988,2017,"El Paso First"
Illinois,,"Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS)","Family Health Network","Lake, Cook, DuPage, Kane, Will and Kankakee counties",216912,0,216912,2017,"Family Health Network"
Illinois,,"Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Aetna Better Health","Cook, DuPage, Kane, Will and Kankakee counties",0,7348,7348,2017,Aetna
"New Jersey",,"NJ FamilyCare (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,402027,37695,439722,2017,UnitedHealthCare
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Tulare","Tulare County",92725,3118,95843,2017,"Anthem Insurance Companies, Inc."
Texas,,"Children's Medicaid Dental Services (Dental only (PAHP))","MCNA Dental",Statewide,1263928,0,1263928,2017,"MCNA Dental"
