state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
VA,Virginia,08/01/2021,Y,U,Y,21519,,0,,21519,,19909,,691,,20600,,866155,,1771236,,1600604,,170632,
VA,Virginia,09/01/2021,Y,U,Y,19669,,0,,19669,,17856,,651,,18507,,872048,,1787743,,1615587,,172156,
VA,Virginia,10/01/2021,Y,U,Y,20148,,0,,20148,,15915,,695,,16610,,878940,,1804445,,1631235,,173210,
VA,Virginia,11/01/2021,Y,U,Y,19170,,0,,19170,,19436,,614,,20050,,883396,,1823512,,1648412,,175100,
VA,Virginia,12/01/2021,Y,U,Y,17873,,0,,17873,,21602,,107,,21709,,889594,,1844299,,1667601,,176698,
VA,Virginia,01/01/2022,Y,U,Y,19302,,0,,19302,,20386,,596,,20982,,894254,,1859903,,1681747,,178156,
VA,Virginia,02/01/2022,Y,U,Y,17887,,0,,17887,,16933,,558,,17491,,899867,,1875171,"Does Not Include All Individuals Conditionally Eligible",1695599,,179572,
VA,Virginia,03/01/2022,Y,U,Y,19531,,0,,19531,,21393,,687,,22080,,903069,,1888400,"Does Not Include All Individuals Conditionally Eligible",1707194,,181206,
VA,Virginia,04/01/2022,Y,U,Y,16969,,0,,16969,,18338,,612,,18950,,905472,,1903916,"Does Not Include All Individuals Conditionally Eligible",1721718,,182198,
VA,Virginia,05/01/2022,Y,U,Y,17655,,0,,17655,,15946,,568,,16514,,908267,,1920001,"Does Not Include All Individuals Conditionally Eligible",1738624,,181377,
VA,Virginia,06/01/2022,Y,U,Y,17082,,0,,17082,,16972,,564,,17536,,912963,,1925696,"Does Not Include All Individuals Conditionally Eligible",1743428,,182268,
VA,Virginia,07/01/2022,Y,U,Y,17707,,0,,17707,,30672,,509,,31181,,914432,,1934368,,1751762,,182606,
VA,Virginia,08/01/2022,Y,U,Y,20774,,0,,20774,,20276,,650,,20926,,916750,,1945680,,1762338,,183342,
VA,Virginia,09/01/2022,Y,U,Y,18257,,0,,18257,,18307,,596,,18903,,919815,,1955648,,1771287,,184361,
VA,Virginia,10/01/2022,Y,U,Y,17984,,0,,17984,,19382,,616,,19998,,922643,,1967237,,1781474,,185763,
VA,Virginia,11/01/2022,Y,U,Y,17397,,0,,17397,,22209,,632,,22841,,926620,,1984745,,1797221,,187524,
VA,Virginia,12/01/2022,Y,U,Y,17063,,0,,17063,,25765,,740,,26505,,931132,,2003672,,1814037,,189635,
VT,Vermont,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,161081,,,,,
VT,Vermont,06/01/2017,Y,U,Y,3335,,1566,,4901,"Includes Renewals and/or Redeterminations",4079,"Includes Renewals and/or Redeterminations",98,,4177,,65075,,169702,,164772,,4930,
VT,Vermont,07/01/2017,Y,U,Y,3102,,1275,,4377,"Includes Renewals and/or Redeterminations",4152,"Includes Renewals and/or Redeterminations",91,,4243,,64810,,168455,,163597,,4858,
VT,Vermont,08/01/2017,Y,U,Y,3392,,1624,,5016,"Includes Renewals and/or Redeterminations",4642,"Includes Renewals and/or Redeterminations",96,,4738,,64487,,166295,,161590,,4705,
VT,Vermont,09/01/2017,Y,U,Y,2953,,1319,,4272,"Includes Renewals and/or Redeterminations",4930,"Includes Renewals and/or Redeterminations",104,,5034,,63968,,164668,,160012,,4656,
VT,Vermont,10/01/2017,Y,U,Y,3309,,1281,,4590,,4883,,132,,5015,,63957,,164121,,159454,,4667,
VT,Vermont,11/01/2017,Y,U,Y,3092,,2118,,5210,,5010,,134,,5144,,63880,,163604,,158900,,4704,
VT,Vermont,12/01/2017,Y,U,Y,2788,,2647,,5435,,5107,,117,,5224,,63873,,163649,,158947,,4702,
VT,Vermont,01/01/2018,Y,U,Y,3621,,1196,,4817,,4752,,161,,4913,,64207,,164804,,160021,,4783,
VT,Vermont,02/01/2018,Y,U,Y,3010,,953,,3963,"Includes Renewals and/or Redeterminations",3618,"Includes Renewals and/or Redeterminations",96,,3714,,64264,,165279,,160577,,4702,
VT,Vermont,03/01/2018,Y,U,Y,3038,,1011,,4049,"Includes Renewals and/or Redeterminations",3947,"Includes Renewals and/or Redeterminations",120,,4067,,64413,,165757,,161046,,4711,
VT,Vermont,04/01/2018,Y,U,Y,2861,,1109,,3970,"Includes Renewals and/or Redeterminations",3950,"Includes Renewals and/or Redeterminations",109,,4059,,64453,,165999,,161324,,4675,
VT,Vermont,05/01/2018,Y,U,Y,2961,,2132,,5093,"Includes Renewals and/or Redeterminations",4206,"Includes Renewals and/or Redeterminations",125,,4331,,63895,,164423,,159911,,4512,
VT,Vermont,06/01/2018,Y,U,Y,2952,,1211,,4163,"Includes Renewals and/or Redeterminations",4824,"Includes Renewals and/or Redeterminations",153,,4977,,63536,,162899,,158469,,4430,
VT,Vermont,07/01/2018,Y,U,Y,3110,,1170,,4280,"Includes Renewals and/or Redeterminations",4755,"Includes Renewals and/or Redeterminations",125,,4880,,63547,,162726,,158299,,4427,
VT,Vermont,08/01/2018,Y,U,Y,3056,,1324,,4380,"Includes Renewals and/or Redeterminations",5287,"Includes Renewals and/or Redeterminations",144,,5431,,63587,,162742,,158324,,4418,
VT,Vermont,09/01/2018,Y,U,Y,2949,,1184,,4133,"Includes Renewals and/or Redeterminations",5680,"Includes Renewals and/or Redeterminations",156,,5836,,63306,,161260,,156865,,4395,
VT,Vermont,10/01/2018,Y,U,Y,3345,,1225,,4570,"Includes Renewals and/or Redeterminations",5121,"Includes Renewals and/or Redeterminations",122,,5243,,63492,,161162,,156713,,4449,
VT,Vermont,11/01/2018,Y,U,Y,2958,,1834,,4792,"Includes Renewals and/or Redeterminations",5303,"Includes Renewals and/or Redeterminations",155,,5458,,63086,,159616,,155133,,4483,
VT,Vermont,12/01/2018,Y,U,Y,2669,,2343,,5012,"Includes Renewals and/or Redeterminations",5264,"Includes Renewals and/or Redeterminations",146,,5410,,63270,,160114,,155538,,4576,
VT,Vermont,01/01/2019,Y,U,Y,3230,,1207,,4437,"Includes Renewals and/or Redeterminations",6021,"Includes Renewals and/or Redeterminations",192,,6213,,62818,,158440,,153809,,4631,
VT,Vermont,02/01/2019,Y,U,Y,5062,,1067,,6129,"Includes Renewals and/or Redeterminations",5035,"Includes Renewals and/or Redeterminations",176,,5211,,62720,,157910,,153307,,4603,
VT,Vermont,03/01/2019,Y,U,Y,2776,,1596,,4372,"Includes Renewals and/or Redeterminations",5671,"Includes Renewals and/or Redeterminations",169,,5840,,62630,,156965,,152289,,4676,
VT,Vermont,04/01/2019,Y,U,Y,2925,,1933,,4858,"Includes Renewals and/or Redeterminations",5392,"Includes Renewals and/or Redeterminations",202,,5594,,62432,,156170,,151531,,4639,
VT,Vermont,05/01/2019,Y,U,Y,2728,,1724,,4452,"Includes Renewals and/or Redeterminations",4930,"Includes Renewals and/or Redeterminations",126,,5056,,62394,,156055,,151720,,4335,
VT,Vermont,06/01/2019,Y,U,Y,2742,,1287,,4029,"Includes Renewals and/or Redeterminations",4944,"Includes Renewals and/or Redeterminations",118,,5062,,62082,,155139,,150800,,4339,
VT,Vermont,07/01/2019,Y,U,Y,3141,,1360,,4501,"Includes Renewals and/or Redeterminations",5039,"Includes Renewals and/or Redeterminations",129,,5168,,62036,,154546,,150160,,4386,
VT,Vermont,08/01/2019,Y,U,Y,2816,,1325,,4141,"Includes Renewals and/or Redeterminations",5418,"Includes Renewals and/or Redeterminations",151,,5569,,61918,,154020,,149608,,4412,
VT,Vermont,09/01/2019,Y,U,Y,2827,,1480,,4307,"Includes Renewals and/or Redeterminations",5775,"Includes Renewals and/or Redeterminations",150,,5925,,61592,,152941,,148550,,4391,
VT,Vermont,10/01/2019,Y,U,Y,2976,,1826,,4802,"Includes Renewals and/or Redeterminations",5350,"Includes Renewals and/or Redeterminations",142,,5492,,61192,,151750,,147252,,4498,
VT,Vermont,11/01/2019,Y,U,Y,2505,,2420,,4925,"Includes Renewals and/or Redeterminations",4734,"Includes Renewals and/or Redeterminations",129,,4863,,61014,,150952,,146351,,4601,
VT,Vermont,12/01/2019,Y,U,Y,2648,,2481,,5129,"Includes Renewals and/or Redeterminations",4896,"Includes Renewals and/or Redeterminations",142,,5038,,61091,,151190,,146536,,4654,
VT,Vermont,01/01/2020,Y,U,Y,3162,,1624,,4786,"Includes Renewals and/or Redeterminations",5423,"Includes Renewals and/or Redeterminations",221,,5644,,60856,,150895,,146168,,4727,
VT,Vermont,02/01/2020,Y,U,Y,2636,,2258,,4894,"Includes Renewals and/or Redeterminations",4522,"Includes Renewals and/or Redeterminations",149,,4671,,60890,,151167,,146490,,4677,
VT,Vermont,03/01/2020,Y,U,Y,2755,,2656,,5411,"Includes Renewals and/or Redeterminations",5528,"Includes Renewals and/or Redeterminations",209,,5737,,61313,,153778,,149066,,4712,
VT,Vermont,04/01/2020,Y,U,Y,1871,,1376,,3247,"Includes Renewals and/or Redeterminations",6485,"Includes Renewals and/or Redeterminations",142,,6627,,61747,,157550,,152975,,4575,
VT,Vermont,05/01/2020,Y,U,Y,1068,,1069,,2137,"Includes Renewals and/or Redeterminations",2570,"Includes Renewals and/or Redeterminations",50,,2620,,61953,,159344,,155092,,4252,
VT,Vermont,06/01/2020,Y,U,Y,1286,,1240,,2526,"Includes Renewals and/or Redeterminations",2594,"Includes Renewals and/or Redeterminations",99,,2693,,62324,,161336,,157046,,4290,
VT,Vermont,07/01/2020,Y,U,Y,1463,,1109,,2572,"Includes Renewals and/or Redeterminations",2347,"Includes Renewals and/or Redeterminations",56,,2403,,62580,,163055,,158771,,4284,
VT,Vermont,08/01/2020,Y,U,Y,1630,,1357,,2987,"Includes Renewals and/or Redeterminations",2864,"Includes Renewals and/or Redeterminations",69,,2933,,63000,,165203,,160907,,4296,
VT,Vermont,09/01/2020,Y,U,Y,1534,,1049,,2583,"Includes Renewals and/or Redeterminations",2403,"Includes Renewals and/or Redeterminations",78,,2481,,63254,,166727,,162432,,4295,
VT,Vermont,10/01/2020,Y,U,Y,1432,,1046,,2478,"Includes Renewals and/or Redeterminations",2181,"Includes Renewals and/or Redeterminations",64,,2245,,63416,,167994,,163666,,4328,
VT,Vermont,11/01/2020,Y,U,Y,1403,,1689,,3092,"Includes Renewals and/or Redeterminations",2653,"Includes Renewals and/or Redeterminations",59,,2712,,63697,,169773,,165427,,4346,
VT,Vermont,12/01/2020,Y,U,Y,1418,,2277,,3695,"Includes Renewals and/or Redeterminations",3241,"Includes Renewals and/or Redeterminations",94,,3335,,63980,,172171,,167774,,4397,
VT,Vermont,01/01/2021,Y,U,Y,1242,,1050,,2292,"Includes Renewals and/or Redeterminations",2200,"Includes Renewals and/or Redeterminations",49,,2249,,64189,,173615,,169242,,4373,
VT,Vermont,02/01/2021,Y,U,Y,1261,,1002,,2263,"Includes Renewals and/or Redeterminations",1861,"Includes Renewals and/or Redeterminations",49,,1910,,64260,,174552,,170205,,4347,
VT,Vermont,03/01/2021,Y,U,Y,1249,,1210,,2459,"Includes Renewals and/or Redeterminations",1914,"Includes Renewals and/or Redeterminations",47,,1961,,64297,,175606,,171269,,4337,
VT,Vermont,04/01/2021,Y,U,Y,1119,,1321,,2440,"Includes Renewals and/or Redeterminations",1965,"Includes Renewals and/or Redeterminations",52,,2017,,64471,,176736,,172373,,4363,
VT,Vermont,05/01/2021,Y,U,Y,1070,,1209,,2279,"Includes Renewals and/or Redeterminations",1899,"Includes Renewals and/or Redeterminations",61,,1960,,64516,,177846,,173526,,4320,
VT,Vermont,06/01/2021,Y,U,Y,1422,,1257,,2679,"Includes Renewals and/or Redeterminations",2249,"Includes Renewals and/or Redeterminations",77,,2326,,64693,,179141,,174719,,4422,
VT,Vermont,07/01/2021,Y,U,Y,1286,,1348,,2634,"Includes Renewals and/or Redeterminations",2018,"Includes Renewals and/or Redeterminations",72,,2090,,64848,,180359,,175833,,4526,
VT,Vermont,08/01/2021,Y,U,Y,1397,,1428,,2825,"Includes Renewals and/or Redeterminations",2108,"Includes Renewals and/or Redeterminations",76,,2184,,65028,,181597,,176956,,4641,
VT,Vermont,09/01/2021,Y,U,Y,1611,,1204,,2815,"Includes Renewals and/or Redeterminations",2129,"Includes Renewals and/or Redeterminations",54,,2183,,65211,,182753,,178076,,4677,
VT,Vermont,10/01/2021,Y,U,Y,1509,,1201,,2710,"Includes Renewals and/or Redeterminations",1889,"Includes Renewals and/or Redeterminations",51,,1940,,65262,,183477,,178776,,4701,
VT,Vermont,11/01/2021,Y,U,Y,1592,,1380,,2972,"Includes Renewals and/or Redeterminations",1544,"Includes Renewals and/or Redeterminations",31,,1575,,65274,,183983,,179267,,4716,
VT,Vermont,12/01/2021,Y,U,Y,1375,,2054,,3429,"Includes Renewals and/or Redeterminations",1859,"Includes Renewals and/or Redeterminations",44,,1903,,65337,,184874,,180171,,4703,
VT,Vermont,01/01/2022,Y,U,Y,1634,,1775,,3409,"Includes Renewals and/or Redeterminations",2014,"Includes Renewals and/or Redeterminations",76,,2090,,65425,,185839,,181072,,4767,
VT,Vermont,02/01/2022,Y,U,Y,1279,,1026,,2305,"Includes Renewals and/or Redeterminations",1448,"Includes Renewals and/or Redeterminations",35,,1483,,65434,,186349,,181564,,4785,
VT,Vermont,03/01/2022,Y,U,Y,1454,,1261,,2715,"Includes Renewals and/or Redeterminations",1619,"Includes Renewals and/or Redeterminations",61,,1680,,65475,,186847,,182054,,4793,
VT,Vermont,04/01/2022,Y,U,Y,1233,,861,,2094,"Includes Renewals and/or Redeterminations",1488,"Includes Renewals and/or Redeterminations",40,,1528,,65457,,187296,,182486,,4810,
VT,Vermont,05/01/2022,Y,U,Y,1354,,1043,,2397,"Includes Renewals and/or Redeterminations",1739,"Includes Renewals and/or Redeterminations",73,,1812,,65492,,187940,,183073,,4867,
VT,Vermont,06/01/2022,Y,U,Y,1578,,1166,,2744,"Includes Renewals and/or Redeterminations",1747,"Includes Renewals and/or Redeterminations",52,,1799,,65593,,188808,,183972,,4836,
VT,Vermont,07/01/2022,Y,U,Y,1422,,1089,,2511,"Includes Renewals and/or Redeterminations",1699,"Includes Renewals and/or Redeterminations",48,,1747,,65535,,189194,,184361,,4833,
VT,Vermont,08/01/2022,Y,U,Y,1702,,1164,,2866,"Includes Renewals and/or Redeterminations",2015,"Includes Renewals and/or Redeterminations",55,,2070,,65597,,190063,,185220,,4843,
VT,Vermont,09/01/2022,Y,U,Y,1569,,1116,,2685,"Includes Renewals and/or Redeterminations",1702,"Includes Renewals and/or Redeterminations",62,,1764,,65663,,190782,,186011,,4771,
VT,Vermont,10/01/2022,Y,U,Y,1625,,1004,,2629,"Includes Renewals and/or Redeterminations",1601,"Includes Renewals and/or Redeterminations",37,,1638,,65605,,191137,,186474,,4663,
VT,Vermont,11/01/2022,Y,U,Y,1588,,1600,,3188,"Includes Renewals and/or Redeterminations",1698,"Includes Renewals and/or Redeterminations",55,,1753,,65641,,191834,,187213,,4621,
VT,Vermont,12/01/2022,Y,U,Y,1489,,1913,,3402,"Includes Renewals and/or Redeterminations",1962,"Includes Renewals and/or Redeterminations",67,,2029,,65715,,192634,,187949,,4685,
WA,Washington,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,1117576,,,,,
WA,Washington,06/01/2017,Y,U,Y,18937,,64739,,83676,,36895,,1187,,38082,,848141,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1810090,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1756877,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53213,
WA,Washington,07/01/2017,Y,U,Y,17388,,65967,,83355,,37954,,1169,,39123,,845058,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1795941,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1742072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",53869,
WA,Washington,08/01/2017,Y,U,Y,19806,,73543,,93349,,44949,,1460,,46409,,845686,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1788562,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1733585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",54977,
WA,Washington,09/01/2017,Y,U,Y,19156,,65224,,84380,,41248,,1282,,42530,,844257,,1776086,,1720001,,56085,
WA,Washington,10/01/2017,Y,U,Y,20569,,70808,,91377,,44066,,1436,,45502,,844239,,1770959,,1713629,,57330,
WA,Washington,11/01/2017,Y,U,Y,19298,,135220,,154518,,50631,,2048,,52679,,845334,,1776761,,1717434,,59327,
WA,Washington,12/01/2017,Y,U,Y,17969,,141374,,159343,,51772,,2430,,54202,,847720,,1789493,,1728123,,61370,
WA,Washington,01/01/2018,Y,U,Y,22071,,96724,,118795,,48396,,2092,,50488,,848009,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1786018,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723311,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62707,
WA,Washington,02/01/2018,Y,U,Y,18472,,68675,,87147,,35689,,1297,,36986,,846196,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1780671,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1717044,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63627,
WA,Washington,03/01/2018,Y,U,Y,20304,,70983,,91287,,40514,,1576,,42090,,845210,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1778119,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1713153,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64966,
WA,Washington,04/01/2018,Y,U,Y,19062,,67234,,86296,,37317,,1439,,38756,,840862,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1766278,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1704240,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62038,
WA,Washington,05/01/2018,Y,U,Y,19472,,70531,,90003,,38708,,1563,,40271,,840806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1765956,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1703222,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",62734,
WA,Washington,06/01/2018,Y,U,Y,66976,,65416,,132392,,94681,,1598,,96279,,838841,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758911,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1695434,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",63477,
WA,Washington,07/01/2018,Y,U,Y,68766,,70710,,139476,,95566,,1599,,97165,,839123,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1758023,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1693291,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",64732,
WA,Washington,08/01/2018,Y,U,Y,74726,,75822,,150548,,107716,,2047,,109763,,838456,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1753275,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1687019,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66256,
WA,Washington,09/01/2018,Y,U,Y,66066,,66750,,132816,,95446,,1736,,97182,,837236,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1746303,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679235,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67068,
WA,Washington,10/01/2018,Y,U,Y,77367,,72898,,150265,,108510,,2061,,110571,,837578,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745542,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1677536,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",68006,
WA,Washington,11/01/2018,Y,U,Y,72125,,133030,,205155,,111962,,2726,,114688,,837804,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1749321,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1679117,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70204,
WA,Washington,12/01/2018,Y,U,Y,64687,,130197,,194884,,106364,,2611,,108975,,836340,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1752230,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1680632,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71598,
WA,Washington,01/01/2019,Y,U,Y,73843,,80869,,154712,,106611,,1972,,108583,,835698,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1745055,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1673442,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71613,
WA,Washington,02/01/2019,Y,U,Y,56162,,64862,,121024,,78296,,1490,,79786,,832853,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1737215,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1665377,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71838,
WA,Washington,03/01/2019,Y,U,Y,68386,,72120,,140506,,99497,,1686,,101183,,832173,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1731946,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1659357,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72589,
WA,Washington,04/01/2019,Y,U,Y,71569,,71452,,143021,,102344,,1714,,104058,,830545,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727598,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1660788,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",66810,
WA,Washington,05/01/2019,Y,U,Y,68679,,69696,,138375,,98868,,1698,,100566,,829042,,1723449,,1655961,,67488,
WA,Washington,06/01/2019,Y,U,Y,64109,,64954,,129063,,91465,,1484,,92949,,828693,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1721540,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",67892,
WA,Washington,07/01/2019,Y,U,Y,69136,,66809,,135945,,100138,,1656,,101794,,829067,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722799,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1654158,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",68641,
WA,Washington,08/01/2019,Y,U,Y,69359,,69420,,138779,,100094,,1850,,101944,,829201,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722416,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1652681,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",69735,
WA,Washington,09/01/2019,Y,U,Y,68421,,68787,,137208,,98060,,1832,,99892,,828447,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720383,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1650040,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70343,
WA,Washington,10/01/2019,Y,U,Y,73739,,71748,,145487,,107096,,1938,,109034,,828806,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1720588,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649287,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71301,
WA,Washington,11/01/2019,Y,U,Y,67142,,114485,,181627,,103626,,2284,,105910,,828492,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1722072,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649523,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72549,
WA,Washington,12/01/2019,Y,U,Y,69741,,121852,,191593,,107961,,2637,,110598,,828975,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1728648,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1654764,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73884,
WA,Washington,01/01/2020,Y,U,Y,75368,,76242,,151610,,105043,,1824,,106867,,828508,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1727441,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1653506,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73935,
WA,Washington,02/01/2020,Y,U,Y,62909,,65048,,127957,,87813,,1553,,89366,,826585,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1723451,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1649558,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73893,
WA,Washington,03/01/2020,Y,U,Y,95664,,84537,,180201,,114493,,1613,,116106,,827084,,1732597,,1658019,,74578,
WA,Washington,04/01/2020,Y,U,Y,127059,,76231,,203290,,177771,,1167,,178938,,827620,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1749575,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1678374,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71201,
WA,Washington,05/01/2020,Y,U,Y,82524,,56197,,138721,,87498,,996,,88494,,831135,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1767896,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1698035,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",69861,
WA,Washington,06/01/2020,Y,U,Y,93409,,61022,,154431,,81379,,964,,82343,,836002,,1790395,,1720781,,69614,
WA,Washington,07/01/2020,Y,U,Y,73958,,56239,,130197,,34145,,845,,34990,,840877,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1811777,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1742173,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",69604,
WA,Washington,08/01/2020,Y,U,Y,80217,,59755,,139972,,35902,,955,,36857,,845678,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1834211,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1764161,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70050,
